,filename,measure,current_chord,next_chord,current_position,next_position
1832,29,43.5,C,Cm,x.3.5.5.5.x,x.3.5.5.4.x
1833,29,44.5,Cm,G5,x.3.5.5.4.x,3.5.5.x.x.x
1840,29,53.5,G5,G5/F#,3.5.5.x.x.x,2.5.5.x.x.x
1841,29,54.5,G5/F#,E5,2.5.5.x.x.x,0.2.2.x.x.x
1842,29,55.5,E5,Bm,0.2.2.x.x.x,x.2.4.4.3.x
1843,29,56.5,Bm,C5,x.2.4.4.3.x,x.3.5.5.x.x
1845,29,57.5,C5,G5,x.3.5.5.x.x,3.5.5.x.x.x
1849,29,61.5,C5,D5,x.3.5.5.x.x,x.5.7.7.x.x
1850,29,62.5,D5,G5,x.5.7.7.x.x,x.x.5.0.3.x
1870,30,20.0,F5,C/E,1.3.3.x.x.x,0.3.2.x.x.x
1871,30,21.0,D5,C5,x.5.7.7.x.x,x.3.5.5.x.x
1872,30,20.5,C/E,D5,0.3.2.x.x.x,x.5.7.7.x.x
1873,30,22.0,Bb5,F5,x.1.3.3.x.x,1.3.3.x.x.x
1874,30,21.5,C5,Bb5,x.3.5.5.x.x,x.1.3.3.x.x
1875,30,22.5,F5,C5,1.3.3.x.x.x,x.3.5.5.x.x
1877,30,23.5,C5,F5,x.3.5.5.x.x,1.3.3.x.x.x
1915,31,55.5,E5,A5,0.2.2.4.x.x,x.0.2.2.x.x
1916,31,56.5,A5,C5,x.0.2.2.x.x,x.3.5.5.x.x
1917,31,58.0,A5,D5,x.0.2.2.x.x,x.5.7.7.x.x
1918,31,57.5,C5,A5,x.3.5.5.x.x,x.0.2.2.x.x
1919,31,58.5,D5,E5,x.5.7.7.x.x,x.7.9.9.x.x
1920,31,59.5,E5,A5,x.7.9.9.x.x,x.0.2.2.x.x
1923,31,62.5,A5,E5,x.0.2.2.x.x,0.2.2.x.x.x
1932,31,102.5,A5,E5,x.0.2.2.x.x,0.2.2.4.x.x
1942,31,119.5,E5,D5,x.7.9.9.x.x,x.5.7.7.x.x
1943,31,120.5,F#5,D5,x.9.11.11.x.x,x.5.7.7.x.x
1948,31,144.0,G5,F#5,x.10.12.12.x.x,x.9.11.11.x.x
1949,31,143.5,E5,G5,x.7.9.9.x.x,x.10.12.12.x.x
1954,32,83.0,B5,A5,x.2.4.4.x.x,x.0.2.2.x.x
1955,33,1.0,C5,E5,x.3.5.x.x.x,0.2.x.x.x.x
1956,33,2.0,F5,G5,1.3.x.x.x.x,3.5.x.x.x.x
1957,33,1.5,E5,F5,0.2.x.x.x.x,1.3.x.x.x.x
1959,33,2.5,B5(#5),C5,x.2.5.x.x.x,x.3.5.x.x.x
1962,33,7.0,C5,Eb/G,x.3.5.x.x.x,x.x.5.3.4.x
1963,33,8.0,Eb/G,Bb/F,x.x.5.3.4.x,x.x.3.3.3.x
1964,33,7.5,F/D,Eb/G,x.5.7.5.6.x,x.x.5.3.4.x
1966,33,8.5,Bb/F,Eb/G,x.x.3.3.3.x,x.x.5.3.4.x
1967,33,10.0,Bb/F,F,x.x.3.3.3.x,x.x.3.2.1.x
1968,33,9.5,F/D,Bb/F,x.5.7.5.6.x,x.x.3.3.3.x
1981,33,35.0,Bb5,F5,x.1.3.x.x.x,1.3.x.x.x.x
1982,33,34.5,G5,Bb5,3.5.x.x.x.x,x.1.3.x.x.x
1998,33,57.5,G5,Eb,3.5.x.x.x.x,x.6.5.3.4.3
1999,33,58.5,Eb,G,x.6.5.3.4.3,3.5.5.4.3.3
2000,33,59.5,G,Cm7,3.5.5.4.3.3,x.3.5.3.4.3
2001,33,60.5,Cm7,F6(no5)/Eb,x.3.5.3.4.3,x.6.7.7.6.x
2002,33,61.5,F6(no5)/Eb,Ab,x.6.7.7.6.x,x.x.6.5.4.x
2003,33,62.5,Ab,Cm7add11(no5),x.x.6.5.4.x,x.3.3.3.4.x
2004,33,63.5,Cm7add11(no5),Cm7(#5)/G,x.3.3.3.4.x,3.3.6.3.4.3
2005,33,64.5,Cm7(#5)/G,Cm7add11(no5),3.3.6.3.4.3,x.3.3.3.4.x
2006,33,65.5,Cm7add11(no5),Ab,x.3.3.3.4.x,x.x.6.5.4.x
2007,33,66.5,Ab,Gsus4,x.x.6.5.4.x,3.5.5.5.x.x
2008,33,67.5,Gsus4,G,3.5.5.5.x.x,3.5.5.4.3.3
2009,34,0.0,G,D/A,3.2.0.0.3.3,x.x.7.7.7.x
2010,34,1.0,Cadd9,G/B,x.3.2.0.3.x,x.2.0.0.3.3
2011,34,0.5,D/A,Cadd9,x.x.7.7.7.x,x.3.2.0.3.x
2013,34,1.5,Dsus4/A,G,x.0.0.0.3.3,3.2.0.0.3.3
2025,34,16.5,G,Bm,3.2.0.0.3.3,x.2.4.4.3.x
2026,34,24.0,A5,G5,5.7.x.x.x.x,3.5.x.x.x.x
2027,34,24.5,G5,F5,3.5.x.x.x.x,1.3.x.x.x.x
2029,34,25.5,F5,A5,1.3.x.x.x.x,5.7.x.x.x.x
2034,34,29.5,F5,D,1.3.x.x.x.x,x.5.7.7.7.x
2035,34,30.5,D,E5,x.5.7.7.7.x,0.7.9.x.x.x
2037,34,31.5,E5,G,0.7.9.x.x.x,3.2.0.0.3.3
2045,34,42.5,A5,C5,x.0.2.x.x.x,x.3.5.x.x.x
2047,34,43.5,C5,A5,x.3.5.x.x.x,5.7.x.x.x.x
2048,34,45.0,F5,G5,1.3.x.x.x.x,3.5.x.x.x.x
2051,34,45.5,G5,A5,3.5.x.x.x.x,5.7.x.x.x.x
2058,34,49.5,G5,D,3.5.x.x.x.x,x.5.7.7.7.x
2075,35,13.5,C#m7,Bsus4,x.4.2.4.0.0,x.2.4.4.0.0
2076,35,14.5,Bsus4,Asus2,x.2.4.4.0.0,x.0.2.4.0.0
2081,36,0.5,Gm,Gm,3.5.5.3.3.3,3.5.5.3.3.3
2083,36,2.5,Gm,F6,3.5.5.3.3.3,1.x.3.2.3.1
2084,36,3.5,F6,Eb7M,1.x.3.2.3.1,x.6.8.7.8.6
2085,36,4.5,Eb7M,Dm7,x.6.8.7.8.6,x.5.7.5.6.5
2086,36,5.5,Dm7,Cm7,x.5.7.5.6.5,x.3.5.3.4.3
2087,36,7.0,F,Gm,1.3.3.2.1.1,3.5.5.3.3.3
2088,36,6.5,Cm7,F,x.3.5.3.4.3,1.3.3.2.1.1
2101,36,26.0,Cm,Cm7,x.3.5.5.4.3,x.3.5.3.4.3
2102,36,27.0,F,F7sus4,1.3.3.2.1.1,1.3.1.3.1.1
2104,36,27.5,F7sus4,Gm,1.3.1.3.1.1,3.5.5.3.3.3
2105,36,28.5,Gm,Gm7,3.5.5.3.3.3,3.5.3.3.3.3
2107,36,29.5,Gm7,Cm,3.5.3.3.3.3,x.3.5.5.4.3
2110,36,31.5,Gm,G,3.5.5.3.3.3,3.5.5.x.x.x
2111,36,33.0,Cm,Bb,x.3.5.5.4.3,6.8.8.7.6.6
2112,36,32.5,G,Cm,3.5.5.x.x.x,x.3.5.5.4.3
2113,36,34.0,Bb,Bb/A,6.8.8.x.x.x,x.2.2.4.4.2
2114,36,33.5,Bb,Bb,6.8.8.7.6.6,6.8.8.x.x.x
2115,36,35.0,Bb/A,Bb,x.2.2.4.4.2,6.8.8.x.x.x
2117,36,36.0,F,F/E,1.3.3.x.x.x,0.3.3.x.x.x
2118,36,35.5,F,F,1.3.3.2.1.1,1.3.3.x.x.x
2119,36,37.0,F/E,F,0.3.3.x.x.x,1.3.3.x.x.x
2121,36,38.0,G,G/F#,3.5.5.x.x.x,2.5.5.x.x.x
2123,36,39.0,G/F#,G,2.5.5.x.x.x,3.5.5.x.x.x
2126,36,39.5,Bb,Bb,6.8.8.x.x.x,6.8.8.x.x.x
2133,36,46.5,Gm,Gm,x.x.x.3.3.3,x.x.x.3.3.3
2136,36,49.5,Gm,Gm,x.x.x.3.3.3,3.5.5.3.3.3
2223,37,0.5,A,Bm,5.7.7.6.5.5,x.2.4.4.3.2
2224,37,1.5,Bm,D,x.2.4.4.3.2,x.x.0.2.3.2
2225,37,2.5,D,A,x.x.0.2.3.2,x.0.2.2.2.0
2226,37,3.5,A,A,x.0.2.2.2.0,x.0.2.2.2.0
2227,37,4.5,A,Bm,x.0.2.2.2.0,x.2.4.4.3.2
2300,37,78.0,D,Dsus4,x.x.0.2.3.2,x.x.0.2.3.3
2302,37,78.5,Dsus2,A,x.x.0.2.3.0,x.0.2.2.2.0
2303,38,32.5,F5,F5,1.3.3.x.x.x,1.3.3.x.x.x
2306,38,35.5,F5,Fsus2,1.3.3.x.x.x,x.8.10.10.8.8
2307,38,36.5,Fsus2,Fsus2,x.8.10.10.8.8,x.8.10.10.8.8
2310,38,39.5,Fsus2,F5,x.8.10.10.8.8,1.3.3.x.x.x
2311,39,0.0,A5,G,x.0.2.2.x.x,3.2.0.0.x.x
2312,39,1.0,Fsus2add13,G,1.3.0.0.x.x,3.2.0.0.x.x
2313,39,0.5,G,Fsus2add13,3.2.0.0.x.x,1.3.0.0.x.x
2315,39,1.5,G,A5,3.2.0.0.x.x,x.0.2.2.x.x
2342,39,16.0,F5,G5,1.3.x.x.x.x,3.5.x.x.x.x
2343,39,15.5,G,F5,3.2.0.0.x.x,1.3.x.x.x.x
2344,39,16.5,G5,A5,3.5.x.x.x.x,5.7.x.x.x.x
2345,39,18.0,F5,E5,1.3.x.x.x.x,0.2.x.x.x.x
2346,39,17.5,A5,F5,5.7.x.x.x.x,1.3.x.x.x.x
2347,39,19.0,A5,G5,5.7.x.x.x.x,3.5.x.x.x.x
2348,39,18.5,E5,A5,0.2.x.x.x.x,5.7.x.x.x.x
2350,39,19.5,G5,Fsus2add13,3.5.x.x.x.x,1.3.0.0.x.x
2387,39,38.5,G,Am,3.2.0.0.x.x,x.0.2.2.1.x
2486,39,139.5,G5,F5,3.5.x.x.x.x,1.3.x.x.x.x
2497,40,17.5,A5,G5,x.0.2.x.x.x,3.5.x.x.x.x
2498,40,18.5,G5,D5,3.5.x.x.x.x,x.x.0.2.x.x
2499,40,24.0,D5,E5,x.x.0.2.x.x,0.2.x.x.x.x
2500,40,24.5,F#5,G5,2.4.x.x.x.x,3.5.x.x.x.x
2513,40,97.5,A5,G5,x.0.2.x.x.x,3.5.5.x.x.x
2514,41,3.0,A,Dsus2,5.7.7.6.5.5,x.5.7.7.5.5
2516,41,3.5,Dsus2,A,x.5.7.7.5.5,5.7.7.6.5.5
2525,41,9.0,F,Fadd9,x.x.3.2.1.1,x.x.3.2.1.3
2526,41,8.5,Dsus2,F,x.5.7.7.5.5,x.x.3.2.1.1
2545,41,19.5,C,F,x.3.2.0.1.x,x.x.3.2.1.1
2546,41,21.0,E,G,0.2.2.1.0.0,3.5.5.4.3.x
2547,41,20.5,C,E,x.3.2.0.1.0,0.2.2.1.0.0
2548,41,22.0,D,A,x.x.0.2.3.2,x.0.2.2.2.0
2549,41,21.5,G,D,3.5.5.4.3.x,x.x.0.2.3.2
2551,41,22.5,A,E,x.0.2.2.2.0,0.2.2.1.0.0
2558,41,26.5,A,B,x.0.2.2.2.0,7.9.9.8.7.7
2560,41,27.5,B,A,7.9.9.8.7.7,5.7.7.6.5.5
2595,42,1.5,A,D,x.0.2.2.2.0,x.x.0.2.3.2
2596,42,2.5,D,A,x.x.0.2.3.2,x.0.2.2.2.0
2597,42,3.5,A,E,x.0.2.2.2.0,0.2.2.1.0.0
2598,42,4.5,E,B7,0.2.2.1.0.0,x.2.1.2.0.2
2599,42,5.5,B7,E,x.2.1.2.0.2,0.2.2.1.0.0
2600,42,6.5,E,E,0.2.2.1.0.0,0.2.2.1.0.0
2605,42,13.5,E,A,0.2.2.1.0.0,x.0.2.2.2.0
2610,42,18.5,A,A,x.0.2.2.2.0,x.0.2.2.2.0
2613,42,21.5,A,E7,x.0.2.2.2.0,0.2.0.1.0.0
2614,42,22.5,E7,A,0.2.0.1.0.0,x.0.2.2.2.0
2622,42,30.5,D,D,x.x.0.2.3.2,x.x.0.2.3.2
2625,42,33.5,D,A7,x.x.0.2.3.2,x.0.2.0.2.0
2626,42,34.5,A7,D,x.0.2.0.2.0,x.x.0.2.3.2
2629,42,37.5,D,G,x.x.0.2.3.2,3.2.0.0.0.3
2630,42,38.5,G,D,3.2.0.0.0.3,x.x.0.2.3.2
2657,43,5.0,C5,Bb5,x.3.5.x.x.x,x.1.3.x.x.x
2659,43,19.0,Bb5,C5,x.1.3.x.x.x,x.3.5.x.x.x
2660,43,18.5,Dm,Bb5,x.x.0.2.3.1,x.1.3.x.x.x
2685,44,17.5,Fsus2,Dm,1.3.3.0.x.x,x.x.0.2.3.1
2686,44,18.5,Dm,F,x.x.0.2.3.1,1.0.3.2.1.1
2687,44,19.5,F,Dm,1.0.3.2.1.1,x.x.0.2.3.1
2688,44,20.5,Dm,Am7,x.x.0.2.3.1,x.0.2.0.1.0
2690,44,21.5,Am7,Dm,x.0.2.0.1.0,x.x.0.2.3.1
2691,44,22.5,Am7,G,x.0.2.0.1.0,3.2.0.0.3.3
2692,44,23.5,G,C,3.2.0.0.3.3,x.3.2.0.1.0
2693,44,24.5,C,Dm,x.3.2.0.1.0,x.x.0.2.3.1
2694,44,25.5,Dm,C,x.x.0.2.3.1,x.3.2.0.1.0
2704,44,34.0,C,G,x.3.2.0.1.0,3.2.0.0.3.3
2706,44,35.0,Dm,G,x.x.0.2.3.1,3.2.0.0.3.3
2707,44,34.5,G,Dm,3.2.0.0.3.3,x.x.0.2.3.1
2712,44,38.0,Am,F,x.0.2.2.1.0,1.3.3.2.1.1
2713,44,37.5,G,Am,3.2.0.0.3.3,x.0.2.2.1.0
2714,44,38.5,F,G,1.3.3.2.1.1,3.2.0.0.0.3
2715,44,39.5,G,C,3.2.0.0.0.3,x.3.2.0.1.0
2721,44,46.5,G,C,3.2.0.0.3.3,x.3.2.0.1.3
2722,44,47.5,C,Dm,x.3.2.0.1.3,x.x.0.2.3.1
2737,44,56.5,F,G,1.3.3.2.1.1,3.2.0.0.3.3
2750,44,64.5,Am,G,x.0.2.2.1.0,3.2.0.0.3.3
2755,44,69.5,Dm,E,x.x.0.2.3.1,x.7.9.9.9.x
2757,44,73.0,E,Am,0.2.2.1.0.0,x.0.2.2.1.0
2758,44,72.5,G,E,3.2.0.0.3.3,0.2.2.1.0.0
2764,44,77.0,E7,Am,0.2.0.1.0.0,x.0.2.2.1.0
2765,44,76.5,G,E7,3.2.0.0.3.3,0.2.0.1.0.0
2766,44,77.5,Am,Dm,x.0.2.2.1.0,x.x.0.2.3.1
2767,44,78.5,Dm,E,x.x.0.2.3.1,0.2.2.1.0.0
2769,44,79.5,E,C,0.2.2.1.0.0,x.3.2.0.1.0
2790,45,66.0,A,Am,5.7.7.6.5.5,5.7.7.5.5.5
2791,45,67.0,G,F7M,3.5.5.4.3.3,1.3.3.2.1.0
2792,45,66.5,Am,G,5.7.7.5.5.5,3.5.5.4.3.3
2794,45,67.5,F7M,A,1.3.3.2.1.0,5.7.7.6.5.5
2797,46,15.5,G,Em,x.x.x.12.12.10,x.x.x.9.8.7
2798,46,20.5,Em,F,x.x.x.9.8.7,x.x.x.10.10.8
2799,46,21.5,F,Em,x.x.x.10.10.8,x.x.x.9.8.7
2802,46,28.5,Em,G,x.x.x.12.12.12,x.x.x.12.12.10
2804,46,30.5,Em,G,x.x.x.9.8.7,x.x.x.12.12.10
2832,46,101.5,Em,C/B,x.7.9.9.8.7,x.x.9.9.8.8
2833,46,102.5,C/B,Em,x.x.9.9.8.8,x.7.9.9.8.7
2834,46,106.5,Am,Em,x.x.10.9.10.8,x.7.9.9.8.7
2835,47,1.0,B/E,Amaj7/E,x.x.2.4.4.2,x.x.2.2.2.4
2836,47,0.5,Esus2,B/E,x.x.2.4.5.2,x.x.2.4.4.2
2837,47,7.0,Cm9,Aadd9,x.x.9.8.0.0,x.0.7.6.0.0
2838,47,6.5,C#m7,Cm9,9.x.9.9.0.0,x.x.9.8.0.0
2839,47,20.5,Badd4(omit5),C#m7,x.x.9.8.0.0,x.x.11.9.0.0
2840,47,21.5,C#m7,G#m6,x.x.11.9.0.0,4.x.2.4.4.x
2841,47,22.5,G#m6,Aadd9,4.x.2.4.4.x,5.x.7.6.0.0
2842,47,37.5,F#9sus4,G#m7,2.x.2.4.2.4,4.x.6.4.0.2
2843,47,38.5,G#m7,Amaj9,4.x.6.4.0.2,x.0.2.4.2.4
2844,48,8.5,B5,B5,x.2.4.4.0.x,x.2.4.4.0.x
2848,48,31.5,Em,B5,x.2.2.0.0.x,x.2.4.4.0.x
2856,49,0.0,Em9,Am7add6,0.x.4.0.3.0,x.0.4.0.2.0
2857,49,1.0,F#m7,Bm7,2.4.2.2.2.2,x.2.4.2.3.2
2858,49,0.5,Am7add6,F#m7,x.0.4.0.2.0,2.4.2.2.2.2
2859,49,2.0,G,Gmaj9,3.x.0.0.0.3,3.x.4.2.0.x
2860,49,1.5,Bm7,G,x.2.4.2.3.2,3.x.0.0.0.3
2862,49,2.5,A/G,F#m7,3.x.2.2.2.x,2.4.2.2.2.2
2864,49,3.5,Bm7,Em9,x.2.4.2.3.2,0.x.4.0.3.0
2865,49,4.5,Am7add6,Bm,x.0.4.0.2.0,x.2.4.4.3.2
2866,49,5.5,Bm,Em,x.2.4.4.3.2,0.2.2.0.0.0
2867,49,6.5,Em,F#,0.2.2.0.0.0,2.4.4.3.2.2
2868,49,8.0,Bm,Bsus2,x.2.4.4.3.2,x.2.4.4.2.2
2869,49,7.5,F#,Bm,2.4.4.3.2.2,x.2.4.4.3.2
2871,49,8.5,Bm,Em9,x.2.4.4.3.2,0.x.4.0.3.0
2877,49,14.0,G,A,3.x.0.0.3.3,x.0.2.2.2.5
2878,49,13.5,Bm,G,x.2.4.4.3.2,3.x.0.0.3.3
2880,49,14.5,A,Bm,x.0.2.2.2.5,x.2.4.4.3.2
2883,49,16.5,A,F#m7,x.0.2.2.2.5,2.4.2.2.2.2
2885,49,17.5,F#m7,G,2.4.2.2.2.2,3.x.0.0.3.3
2886,49,19.0,Bm,F#,x.2.4.4.3.2,2.4.4.3.2.2
2888,49,20.0,D,E,x.5.4.2.3.2,x.7.6.4.5.4
2889,49,19.5,F#,D,2.4.4.3.2.2,x.5.4.2.3.2
2891,49,20.5,E,Em9,x.7.6.4.5.4,0.x.4.0.3.0
2918,49,37.5,E,Bm,x.7.6.4.5.4,x.2.4.4.3.2
2921,49,40.0,G,D,3.x.0.0.3.3,x.x.0.2.3.2
2922,49,39.5,E,G,x.7.6.4.5.4,3.x.0.0.3.3
2923,49,40.5,D,A,x.x.0.2.3.2,x.0.2.2.2.0
2925,49,41.5,A,Bm,x.0.2.2.2.0,x.2.4.4.3.2
2932,49,45.5,A,G,x.0.2.2.2.0,3.x.0.0.3.3
2947,50,29.0,Bm/A,Bm/G,x.x.7.7.7.7,x.x.5.7.7.7
2948,50,28.5,Bm,Bm/A,x.x.9.7.7.7,x.x.7.7.7.7
2949,50,29.5,Bm/G,F,x.x.5.7.7.7,x.x.3.2.1.1
2950,50,30.5,F,G,x.x.3.2.1.1,x.x.5.4.3.x
2951,50,32.0,A,Bm,x.x.7.6.5.x,x.x.9.7.7.x
2952,50,31.5,G,A,x.x.5.4.3.x,x.x.7.6.5.x
2953,50,33.0,Bm,A,x.x.9.7.7.x,x.x.7.6.5.x
2956,50,42.0,C7M,Bm7,x.x.x.5.5.7,x.x.x.4.3.5
2957,50,41.5,Bm7,C7M,x.x.x.4.3.5,x.x.x.5.5.7
2958,50,42.5,Am7,Bm,x.x.x.2.1.3,x.x.9.7.7.7
2961,51,2.0,E5,D5,0.2.2.x.x.x,x.x.0.2.3.x
2969,51,18.0,A5,E5,x.0.2.2.x.x,0.2.2.x.x.x
2971,51,18.5,B5,A5,x.2.4.4.x.x,x.0.2.2.x.x
2972,51,20.0,G5,D5,3.x.0.0.3.3,x.x.0.2.3.x
2973,51,19.5,B5,G5,x.2.4.4.x.x,3.x.0.0.3.3
2975,51,20.5,A5,G5,x.0.2.2.x.x,3.x.0.0.3.3
2977,51,21.5,A5,A5,x.0.2.2.x.x,x.0.2.2.x.x
2981,51,24.5,G5,D,3.x.0.0.3.3,x.x.0.2.3.2
2983,51,25.5,D,E5,x.x.0.2.3.2,0.2.2.x.x.x
3027,51,81.5,D,A5,x.x.0.2.3.2,x.0.2.2.x.x
3028,52,0.0,A,B,5.7.7.6.x.x,7.9.9.8.x.x
3029,52,1.0,G,D,3.5.5.4.x.x,x.5.7.7.7.x
3030,52,0.5,C,G,8.10.10.9.x.x,3.5.5.4.x.x
3032,52,1.5,D,A,x.5.7.7.7.x,5.7.7.6.x.x
3036,52,3.5,Dsus4,A,x.5.7.7.8.x,5.7.7.6.x.x
3137,53,2.0,G,Bsus4/F#,3.5.5.4.3.3,2.x.4.4.5.x
3138,53,2.5,Bsus4/F#,Em,2.x.4.4.5.x,0.2.2.0.0.0
3139,53,3.5,Em,C7M,0.2.2.0.0.0,x.3.2.0.0.x
3140,53,4.5,C7M,A5,x.3.2.0.0.x,x.0.2.x.x.x
3142,53,5.5,A5,G,x.0.2.x.x.x,3.5.5.4.3.3
3143,54,0.5,Em9,A7add6,0.2.4.0.3.0,x.0.4.0.2.0
3144,54,1.5,A7add6,F#m7,x.0.4.0.2.0,2.x.2.2.2.2
3145,54,2.5,F#m7,Bm7,2.x.2.2.2.2,x.2.4.2.3.2
3146,54,4.0,Gadd9,Gmaj9,3.x.0.2.0.x,3.x.4.2.0.x
3147,54,3.5,Bm7,Gadd9,x.2.4.2.3.2,3.x.0.2.0.x
3148,54,4.5,Gmaj9,A/G,3.x.4.2.0.x,3.x.2.2.2.x
3149,54,5.5,A/G,F#m7,3.x.2.2.2.x,2.x.2.2.2.2
3151,54,7.5,Bm7,Em,x.2.4.2.3.2,0.2.2.0.0.0
3152,54,8.5,Em,A7,0.2.2.0.0.0,x.0.2.0.2.0
3153,54,9.5,A7,Bm,x.0.2.0.2.0,x.2.4.4.3.2
3154,54,10.5,Bm,Bm,x.2.4.4.3.2,x.2.4.4.3.2
3155,54,11.5,Bm,Em,x.2.4.4.3.2,0.2.2.0.0.0
3156,54,15.0,Bm,Bsus4add9,x.2.4.4.3.2,x.2.2.4.2.2
3157,54,14.5,F#,Bm,2.4.4.3.2.2,x.2.4.4.3.2
3162,54,24.5,Bsus4add9,Bm,x.2.2.4.2.2,x.2.4.4.3.2
3163,54,25.5,Bm,G,x.2.4.4.3.2,3.5.5.4.3.3
3164,54,26.5,G,A,3.5.5.4.3.3,5.7.7.6.5.5
3166,54,27.5,A,Bm,5.7.7.6.5.5,x.2.4.4.3.2
3169,54,29.5,Bsus4add9,G,x.2.2.4.2.2,3.5.5.4.3.3
3171,54,31.5,A,F#m,5.7.7.6.5.5,2.4.4.2.2.2
3175,54,36.5,Bsus4add9,F#7,x.2.2.4.2.2,2.4.2.3.2.2
3176,54,37.5,F#7,D,2.4.2.3.2.2,x.x.0.2.3.2
3177,54,38.5,D,E,x.x.0.2.3.2,0.2.2.1.0.0
3178,54,39.5,E,Em,0.2.2.1.0.0,0.2.2.0.0.0
3205,54,71.5,E,Bm,0.2.2.1.0.0,x.2.4.4.3.2
3206,54,72.5,Bm,F#7,x.2.4.4.3.2,2.4.2.3.2.2
3209,54,75.5,E,G,0.2.2.1.0.0,3.2.0.0.0.3
3210,54,76.5,G,D,3.2.0.0.0.3,x.x.0.2.3.2
3211,54,77.5,D,A,x.x.0.2.3.2,x.0.2.2.2.0
3212,54,79.0,Asus4,A,x.0.2.2.3.0,x.0.2.2.2.0
3213,54,78.5,A,Asus4,x.0.2.2.2.0,x.0.2.2.3.0
3214,54,79.5,A,Bm,x.0.2.2.2.0,x.2.4.4.3.2
3223,54,87.5,A,G,x.0.2.2.2.0,3.5.5.4.3.3
3238,55,21.0,Dsus2,A,x.5.7.7.5.5,5.7.7.6.5.5
3239,55,22.0,F#m7,E,2.4.4.2.4.4,x.7.9.9.9.7
3240,55,21.5,A,F#m7,5.7.7.6.5.5,2.4.4.2.4.4
3242,55,22.5,E,Dsus2,x.7.9.9.9.7,x.5.7.7.5.5
3294,55,64.0,F#m,E,2.4.4.2.x.x,0.2.2.1.0.0
3295,55,64.5,E,Dsus2,0.2.2.1.0.0,x.5.7.7.5.5
3334,56,32.0,C5,A5,x.3.5.5.x.x,x.0.2.2.x.x
3335,56,32.5,E5,C5,0.2.2.x.x.x,x.3.5.5.x.x
3337,56,33.5,C5,C5,x.3.5.5.x.x,x.3.5.5.x.x
3339,56,35.5,C5,A5,x.3.5.5.x.x,5.7.7.x.x.x
3340,57,14.0,Fm,Bbm,x.8.10.10.9.8,6.8.8.6.6.6
3341,57,15.0,Eb,C,x.6.8.8.8.6,8.10.10.9.8.x
3342,57,14.5,Bbm,Eb,6.8.8.6.6.6,x.6.8.8.8.6
3343,57,16.0,Bbm7,C,6.8.6.6.9.6,x.3.5.5.5.3
3344,57,15.5,C,Bbm7,8.10.10.9.8.x,6.8.6.6.9.6
3345,57,17.0,Fm,Bbm7,x.8.10.10.9.8,6.8.6.6.9.6
3346,57,16.5,C,Fm,x.3.5.5.5.3,x.8.10.10.9.8
3349,57,19.0,Eb,C,x.6.8.8.8.6,x.3.5.5.5.3
3352,57,19.5,C,Bbm7,x.3.5.5.5.3,6.8.6.6.9.6
3355,57,26.0,Cm,Gm,x.3.5.5.4.3,3.5.5.3.3.3
3356,57,27.0,Fm,Bb,1.3.3.1.1.1,x.1.3.3.3.1
3357,57,26.5,Gm,Fm,3.5.5.3.3.3,1.3.3.1.1.1
3358,57,28.0,Eb,Bb,x.6.8.8.8.6,6.8.8.7.6.6
3359,57,27.5,Bb,Eb,x.1.3.3.3.1,x.6.8.8.8.6
3360,57,28.5,Bb,C,6.8.8.7.6.6,x.3.5.5.5.3
3375,57,38.0,Db,Ab,x.4.6.6.6.4,4.6.6.5.4.4
3376,57,39.0,B,Gb,7.9.9.8.7.7,2.4.4.3.2.2
3377,57,38.5,Ab,B,4.6.6.5.4.4,7.9.9.8.7.7
3378,57,39.5,Gb,A,2.4.4.3.2.2,5.7.7.6.5.5
3379,57,41.0,Eb7sus4,Ab,11.11.11.13.11.11,4.6.6.5.4.4
3380,57,40.5,A,Eb7sus4,5.7.7.6.5.5,11.11.11.13.11.11
3382,57,41.5,Ab,Cm,4.6.6.5.4.4,x.3.5.5.4.3
3386,57,43.5,Bb,Cm,x.1.3.3.3.1,x.3.5.5.4.3
3393,57,48.0,Gm,Cm,3.5.5.3.3.3,x.3.5.5.4.3
3394,57,47.5,Bb,Gm,x.1.3.3.3.1,3.5.5.3.3.3
3395,57,48.5,Cm,Fm,x.3.5.5.4.3,1.3.3.1.1.1
3411,57,61.0,Fm,Bbm,x.8.10.10.9.x,6.8.8.6.6.6
3412,57,60.5,Eb,Fm,x.6.8.8.8.6,x.8.10.10.9.x
3459,58,7.5,G5,A5,3.5.5.x.x.x,5.7.7.x.x.x
3460,58,8.5,A5,F5,5.7.7.x.x.x,1.3.3.x.x.x
3461,58,9.5,F5,G5,1.3.3.x.x.x,3.5.5.x.x.x
3462,58,10.5,G5,E5,3.5.5.x.x.x,0.2.2.x.x.x
3463,58,11.5,E5,F5,0.2.2.x.x.x,1.3.3.x.x.x
3464,58,12.5,F5,Dm,1.3.3.x.x.x,x.5.7.7.6.x
3465,58,13.5,Dm,G5,x.5.7.7.6.x,3.5.5.x.x.x
3466,58,31.0,A5,G5,5.7.7.x.x.x,3.5.5.x.x.x
3467,58,31.5,F,G5,1.3.3.2.1.1,3.5.5.x.x.x
3471,58,34.5,G5,C,3.5.5.x.x.x,x.3.5.5.5.x
3473,58,39.0,C5,G(no5)/B,x.3.5.x.x.x,x.2.5.x.x.x
3474,58,38.5,G5,C5,3.5.5.x.x.x,x.3.5.x.x.x
